run_accession,study_accession,pubmed_id,paper_year
SRR2874128,SRP044937,26878238,2016
SRR2874129,SRP044937,26878238,2016
SRR2874130,SRP044937,26878238,2016
SRR2874255,SRP044933,26878238,2016
SRR2874256,SRP044933,26878238,2016
SRR2954800,SRP066598,27232982 ,2016
SRR2954801,SRP066598,26878238,2016
SRR3129148,SRP068967,27259150 ,2016
SRR3129149,SRP068967,27259150 ,2016
SRR3129152,SRP068967,27259150 ,2016
SRR3129153,SRP068967,27259150 ,2016
SRR3129936,SRP068977,27259150 ,2016
SRR3129937,SRP068977,27259150 ,2016
SRR3129940,SRP068977,27259150 ,2016
SRR3129941,SRP068977,27259150 ,2016
SRR3130940,SRP069008,27259150 ,2016
SRR3130941,SRP069008,27259150 ,2016
SRR3130944,SRP069008,27259150 ,2016
SRR3130945,SRP069008,27259150 ,2016
SRR3131003,SRP069011,27259150 ,2016
SRR3131004,SRP069011,27259150 ,2016
SRR3131007,SRP069011,27259150 ,2016
SRR3131008,SRP069011,27259150 ,2016
SRR3131011,SRP069011,27259150 ,2016
SRR3131012,SRP069011,27259150 ,2016
SRR3131015,SRP069011,27259150 ,2016
SRR3131016,SRP069011,27259150 ,2016
SRR3131019,SRP069011,27259150 ,2016
SRR3131021,SRP069011,27259150 ,2016
SRR3131023,SRP069011,27259150 ,2016
SRR3131025,SRP069011,27259150 ,2016
SRR3208296,SRP071216,NA,NA
SRR3208864,SRP071232,27655340 ,2016
SRR3208865,SRP071232,27655340 ,2016
SRR3208866,SRP071232,27655340 ,2016
SRR3208867,SRP071232,27655340 ,2016
SRR3208868,SRP071232,27655340 ,2016
SRR3208869,SRP071232,27655340 ,2016
SRR3208870,SRP071232,27655340 ,2016
SRR3208871,SRP071232,27655340 ,2016
SRR3208872,SRP071232,27655340 ,2016
SRR3208873,SRP071232,27655340 ,2016
SRR3208874,SRP071232,27655340 ,2016
SRR3208875,SRP071232,27655340 ,2016
SRR3208881,SRP071235,27655340 ,2016
SRR3208882,SRP071235,27655340 ,2016
SRR3208885,SRP071235,27655340 ,2016
SRR3208886,SRP071235,27655340 ,2016
SRR3208889,SRP071235,27655340 ,2016
SRR3208890,SRP071235,27655340 ,2016
SRR3208893,SRP071235,27655340 ,2016
SRR3208894,SRP071235,27655340 ,2016
SRR3208897,SRP071235,27655340 ,2016
SRR3208898,SRP071235,27655340 ,2016
SRR3208901,SRP071235,27655340 ,2016
SRR3208902,SRP071235,27655340 ,2016
SRR3208905,SRP071235,27655340 ,2016
SRR3208906,SRP071235,27655340 ,2016
SRR3208909,SRP071235,27655340 ,2016
SRR3208910,SRP071235,27655340 ,2016
SRR3208913,SRP071235,27655340 ,2016
SRR3208914,SRP071235,27655340 ,2016
SRR3208917,SRP071235,27655340 ,2016
SRR3208918,SRP071235,27655340 ,2016
SRR3208921,SRP071235,27655340 ,2016
SRR3208922,SRP071235,27655340 ,2016
SRR3208925,SRP071235,27655340 ,2016
SRR3208926,SRP071235,27655340 ,2016
SRR3306583,SRP072459,27153541,2016
SRR3306584,SRP072459,27153541,2016
SRR3306585,SRP072459,27153541,2016
SRR3306586,SRP072459,27153541,2016
SRR3306587,SRP072459,27153541,2016
SRR3306588,SRP072459,27153541,2016
SRR3306589,SRP072459,27153541,2016
SRR3356523,SRP073116,31549036 ,2018
SRR3356527,SRP073116,31549036 ,2018
SRR3356528,SRP073116,31549036 ,2018
SRR3392899,SRP071216,NA,NA
SRR3398188,SRP071216,NA,NA
SRR3575897,SRP075585,29529302,2018 
SRR3575898,SRP075585,29529302,2018 
SRR3575899,SRP075585,29529302,2018 
SRR3575900,SRP075585,29529302,2018 
SRR3575904,SRP075585,29529302,2018 
SRR3575905,SRP075585,29529302,2018 
SRR3575906,SRP075585,29529302,2018 
SRR4045286,SRP082436,27681415 ,2016
SRR4045290,SRP082436,27681415 ,2016
SRR407643,SRP010374,22045228,2011
SRR4450327,SRP092068,29551269,2018
SRR4450328,SRP092068,29551269,2018
SRR4450329,SRP092068,29551269,2018
SRR4450330,SRP092068,29551269,2018
SRR5097233,SRP094893,28826393 ,2017
SRR5097234,SRP094893,28826393 ,2017
SRR5097235,SRP094893,28826393 ,2017
SRR5097236,SRP094893,28826393 ,2017
SRR5097243,SRP094893,28826393 ,2017
SRR5097245,SRP094893,28826393 ,2017
SRR5097246,SRP094893,28826393 ,2017
SRR5097248,SRP094893,28826393 ,2017
SRR5099275,SRP083699,28106072 ,2017
SRR5099277,SRP083699,28106072 ,2017
SRR5099279,SRP083699,28106072 ,2017
SRR5137678,SRP095901,Maybe 28329689,2017
SRR5137681,SRP095901,Maybe 28329689,2017
SRR5137682,SRP095901,Maybe 28329689,2017
SRR5137683,SRP095901,Maybe 28329689,2017
SRR5137684,SRP095901,Maybe 28329689,2017
SRR5137686,SRP095901,Maybe 28329689,2017
SRR5137688,SRP095901,Maybe 28329689,2017
SRR5144785,SRP096025,28108655 ,2017
SRR5144786,SRP096025,28108655 ,2017
SRR5144787,SRP096025,28108655 ,2017
SRR5144788,SRP096025,28108655 ,2017
SRR5227448,SRP098797,29170441 ,2017
SRR5227449,SRP098797,29170441 ,2017
SRR5239050,SRP099081,29186125,2017 
SRR5239051,SRP099081,29186125,2017 
SRR5239052,SRP099081,29186125,2017 
SRR5239053,SRP099081,29186125,2017 
SRR5239054,SRP099081,29186125,2017 
SRR5239055,SRP099081,29186125,2017 
SRR5239056,SRP099081,29186125,2017 
SRR5239057,SRP099081,29186125,2017 
SRR5239058,SRP099081,29186125,2017 
SRR5239059,SRP099081,29186125,2017 
SRR5239060,SRP099081,29186125,2017 
SRR5239061,SRP099081,29186125,2017 
SRR5239062,SRP099081,29186125,2017 
SRR5239063,SRP099081,29186125,2017 
SRR5239064,SRP099081,29186125,2017 
SRR5239065,SRP099081,29186125,2017 
SRR5239066,SRP099081,29186125,2017 
SRR5239067,SRP099081,29186125,2017 
SRR5239068,SRP099081,29186125,2017 
SRR5239069,SRP099081,29186125,2017 
SRR5239070,SRP099081,29186125,2017 
SRR5239071,SRP099081,29186125,2017 
SRR5239072,SRP099081,29186125,2017 
SRR5239073,SRP099081,29186125,2017 
SRR5239074,SRP099081,29186125,2017 
SRR5239075,SRP099081,29186125,2017 
SRR5239076,SRP099081,29186125,2017 
SRR5239077,SRP099081,29186125,2017 
SRR5239078,SRP099081,29186125,2017 
SRR5239079,SRP099081,29186125,2017 
SRR5239080,SRP099081,29186125,2017 
SRR5239081,SRP099081,29186125,2017 
SRR5239082,SRP099081,29186125,2017 
SRR5239083,SRP099081,29186125,2017 
SRR5239084,SRP099081,29186125,2017 
SRR5239085,SRP099081,29186125,2017 
SRR5345621,SRP101952,28388414 ,2017
SRR5345622,SRP101952,28388414 ,2017
SRR5345623,SRP101952,28388414 ,2017
SRR5345624,SRP101952,28388414 ,2017
SRR5382423,SRP102616,28520920 ,2017
SRR5382424,SRP102616,28520920 ,2017
SRR5859396,SRP113333,28825667 ,2017
SRR5859397,SRP113333,28825667 ,2017
SRR5859398,SRP113333,28825667 ,2017
SRR5859399,SRP113333,28825667 ,2017
SRR5859408,SRP113333,28825667 ,2017
SRR5859409,SRP113333,28825667 ,2017
SRR5859410,SRP113333,28825667 ,2017
SRR5859411,SRP113333,28825667 ,2017
SRR5906459,SRP114965,30093495 ,2018
SRR5906461,SRP114965,30093495 ,2018
SRR5906462,SRP114965,30093495 ,2018
SRR5906463,SRP114965,30093495 ,2018
SRR5906464,SRP114965,30093495 ,2018
SRR5906465,SRP114965,30093495 ,2018
SRR5906466,SRP114965,30093495 ,2018
SRR5906467,SRP114965,30093495 ,2018
SRR5906468,SRP114965,30093495 ,2018
SRR5937640,SRP115648,30595437 ,2018
SRR5937641,SRP115648,30595437 ,2018
SRR5937642,SRP115648,30595437 ,2018
SRR5937643,SRP115648,30595437 ,2018
SRR5937644,SRP115648,30595437 ,2018
SRR5937645,SRP115648,30595437 ,2018
SRR6026773,SRP117282,30257221,2018
SRR6026774,SRP117282,30257221,2018
SRR6026775,SRP117282,30257221,2018
SRR6026776,SRP117282,30257221,2018
SRR6026777,SRP117282,30257221,2018
SRR6026778,SRP117282,30257221,2018
SRR6026779,SRP117282,30257221,2018
SRR6026780,SRP117282,30257221,2018
SRR6053333,SRP118278,30143613 ,2018
SRR6053334,SRP118278,30143613 ,2018
SRR6252014,SRP123568,30926818 ,2019
SRR6252016,SRP123568,30926818 ,2019
SRR6263266,SRP122522,29282095 ,2017
SRR6263268,SRP122522,29282095 ,2017
SRR6263270,SRP122522,29282095 ,2017
SRR6263272,SRP122522,29282095 ,2017
SRR627620,SRP017378,23594524,2013 
SRR627621,SRP017378,23594524,2013 
SRR627622,SRP017378,23594524,2013 
SRR627623,SRP017378,23594524,2013 
SRR627624,SRP017378,23594524,2013 
SRR6326586,SRP125752,29364879 ,2018
SRR6326587,SRP125752,29364879 ,2018
SRR6326588,SRP125752,29364879 ,2018
SRR6326589,SRP125752,29364879 ,2018
SRR6326590,SRP125752,29364879 ,2018
SRR6326591,SRP125752,29364879 ,2018
SRR6326592,SRP125752,29364879 ,2018
SRR6326603,SRP125752,29364879 ,2018
SRR6326604,SRP125752,29364879 ,2018
SRR6326605,SRP125752,29364879 ,2018
SRR6326606,SRP125752,29364879 ,2018
SRR6326607,SRP125752,29364879 ,2018
SRR6326608,SRP125752,29364879 ,2018
SRR6326609,SRP125752,29364879 ,2018
SRR6327777,SRP098797,29170441 ,2017
SRR6337303,SRP125941,NA,NA
SRR6337304,SRP125941,NA,NA
SRR6387877,SRP125752,29364879 ,2018
SRR6387878,SRP125752,29364879 ,2018
SRR6939924,SRP137150,31281537 ,2019
SRR6939926,SRP137150,31281537 ,2019
SRR6939928,SRP137150,31281537 ,2019
SRR6939930,SRP137150,31281537 ,2019
SRR6939932,SRP137150,31281537 ,2019
SRR6939934,SRP137150,31281537 ,2019
SRR6939936,SRP137150,31281537 ,2019
SRR6939938,SRP137150,31281537 ,2019
SRR6939940,SRP137150,31281537 ,2019
SRR6939942,SRP137150,31281537 ,2019
SRR6939944,SRP137150,31281537 ,2019
SRR6939946,SRP137150,31281537 ,2019
SRR6939948,SRP137150,31281537 ,2019
SRR6939952,SRP137150,31281537 ,2019
SRR6939957,SRP137150,31281537 ,2019
SRR6939961,SRP137150,31281537 ,2019
SRR6939963,SRP137150,31281537 ,2019
SRR8130830,SRP167154,32699630 ,2020
SRR8130831,SRP167154,32699630 ,2020
SRR8130834,SRP167154,32699630 ,2020
SRR8130835,SRP167154,32699630 ,2020
SRR8130836,SRP167154,32699630 ,2020
SRR8130838,SRP167154,32699630 ,2020
SRR8130839,SRP167154,32699630 ,2020
SRR8130840,SRP167154,32699630 ,2020
SRR8130841,SRP167154,32699630 ,2020
SRR8135336,SRP167238,30867593 ,2019
SRR8135337,SRP167238,30867593 ,2019
SRR8145455,SRP167457,30467178,2019
SRR8145456,SRP167457,30467178,2019
SRR8145457,SRP167457,30467178,2019
SRR8145458,SRP167457,30467178,2019
SRR8145459,SRP167457,30467178,2019
SRR8249094,<NA>,Maybe 31284728,2019
SRR8249095,<NA>,Maybe 31284728,2019
SRR8249096,<NA>,Maybe 31284728,2019
SRR8249097,<NA>,Maybe 31284728,2019
SRR8249098,<NA>,Maybe 31284728,2019
SRR8249099,<NA>,Maybe 31284728,2019
SRR8249100,<NA>,Maybe 31284728,2019
SRR8249101,<NA>,Maybe 31284728,2019
SRR8249102,<NA>,Maybe 31284728,2019
SRR8249103,<NA>,Maybe 31284728,2019
SRR8249104,<NA>,Maybe 31284728,2019
SRR8249105,<NA>,Maybe 31284728,2019
SRR8249106,<NA>,Maybe 31284728,2019
SRR8249107,<NA>,Maybe 31284728,2019
SRR8249108,<NA>,Maybe 31284728,2019
SRR8249109,<NA>,Maybe 31284728,2019
SRR8249110,<NA>,Maybe 31284728,2019
SRR8249111,<NA>,Maybe 31284728,2019
SRR8249112,<NA>,Maybe 31284728,2019
SRR8249113,<NA>,Maybe 31284728,2019
SRR8404134,SRP176433,Maybe 30867593,2019
SRR8404135,SRP176433,Maybe 30867593,2019
SRR8404136,SRP176433,Maybe 30867593,2019
SRR8404137,SRP176433,Maybe 30867593,2019
SRR8404138,SRP176433,Maybe 30867593,2019
SRR8404139,SRP176433,Maybe 30867593,2019
SRR8404140,SRP176433,Maybe 30867593,2019
SRR8404141,SRP176433,Maybe 30867593,2019
SRR8449566,SRP179798,31819274 ,2019
SRR8449567,SRP179798,31819274 ,2019
SRR8449568,SRP179798,31819274 ,2019
SRR8449569,SRP179798,31819274 ,2019
SRR8449570,SRP179798,31819274 ,2019
SRR8449571,SRP179798,31819274 ,2019
SRR8449572,SRP179798,31819274 ,2019
SRR8449573,SRP179798,31819274 ,2019
SRR8449574,SRP179798,31819274 ,2019
SRR8449576,SRP179798,31819274 ,2019
SRR8449577,SRP179798,31819274 ,2019
SRR8449578,SRP179798,31819274 ,2019
SRR8449579,SRP179798,31819274 ,2019
SRR8449580,SRP179798,31819274 ,2019
SRR8449581,SRP179798,31819274 ,2019
SRR8449582,SRP179798,31819274 ,2019
SRR8449583,SRP179798,31819274 ,2019
SRR8449584,SRP179798,31819274 ,2019
SRR8449585,SRP179798,31819274 ,2019
SRR8449586,SRP179798,31819274 ,2019
SRR8449587,SRP179798,31819274 ,2019
SRR8449588,SRP179798,31819274 ,2019
SRR8449589,SRP179798,31819274 ,2019
SRR8449590,SRP179798,31819274 ,2019
SRR8495833,SRP182676,31819274 ,2019
SRR8495834,SRP182676,31819274 ,2019
SRR8502838,SRP182817,33586907 ,2021
SRR8502839,SRP182817,33586907 ,2021
SRR8502840,SRP182817,33586907 ,2021
SRR8502841,SRP182817,33586907 ,2021
SRR8848243,SRP190851,34520743 ,2021
SRR8848244,SRP190851,34520743 ,2021
SRR8848245,SRP190851,34520743 ,2021
SRR8887170,SRP192310,32320655,2020
SRR8887171,SRP192310,32320655,2020
SRR8887172,SRP192310,32320655,2020
SRR8887173,SRP192310,32320655,2020
SRR8987651,SRP194188,34244513 ,2021
SRR8987654,SRP194188,34244513 ,2021
SRR8987655,SRP194188,34244513 ,2021
SRR8987656,SRP194188,34244513 ,2021
SRR8987657,SRP194188,34244513 ,2021
SRR8987658,SRP194188,34244513 ,2021
SRR9047190,SRP198221,32589965,2020
SRR9047191,SRP198221,32589965,2020
SRR9047192,SRP198221,32589965,2020
SRR9047194,SRP198221,32589965,2020
SRR9047195,SRP198221,32589965,2020
SRR9049052,<NA>,Maybe 31284728,2019
SRR9049053,<NA>,Maybe 31284728,2019
SRR9049054,<NA>,Maybe 31284728,2019
SRR9049055,<NA>,Maybe 31284728,2019
SRR9049056,<NA>,Maybe 31284728,2019
SRR9049057,<NA>,Maybe 31284728,2019
SRR9049058,<NA>,Maybe 31284728,2019
SRR9049059,<NA>,Maybe 31284728,2019
SRR9049060,<NA>,Maybe 31284728,2019
SRR9049061,<NA>,Maybe 31284728,2019
SRR9049062,<NA>,Maybe 31284728,2019
SRR9049063,<NA>,Maybe 31284728,2019
SRR9049064,<NA>,Maybe 31284728,2019
SRR9049065,<NA>,Maybe 31284728,2019
SRR9049066,<NA>,Maybe 31284728,2019
SRR9049067,<NA>,Maybe 31284728,2019
SRR9049068,<NA>,Maybe 31284728,2019
SRR9049069,<NA>,Maybe 31284728,2019
SRR9049070,<NA>,Maybe 31284728,2019
SRR9049071,<NA>,Maybe 31284728,2019
SRR9049072,<NA>,Maybe 31284728,2019
SRR9049073,<NA>,Maybe 31284728,2019
SRR9049074,<NA>,Maybe 31284728,2019
SRR9049075,<NA>,Maybe 31284728,2019
SRR9049076,<NA>,Maybe 31284728,2019
SRR9049077,<NA>,Maybe 31284728,2019
SRR9049078,<NA>,Maybe 31284728,2019
SRR9049079,<NA>,Maybe 31284728,2019
SRR9049080,<NA>,Maybe 31284728,2019
SRR9049081,<NA>,Maybe 31284728,2019
SRR9113062,SRP199285,32139545 ,2020
SRR9113063,SRP199285,32139545 ,2020
SRR9113064,SRP199285,32139545 ,2020
SRR9113065,SRP199285,32139545 ,2020
SRR9113066,SRP199285,32139545 ,2020
SRR9113067,SRP199285,32139545 ,2020
SRR9113068,SRP199285,32139545 ,2020
SRR9113069,SRP199285,32139545 ,2020
SRR9132358,SRP199612,31959994 ,2020
SRR9132359,SRP199612,31959994 ,2020
SRR9132360,SRP199612,31959994 ,2020
SRR9132361,SRP199612,31959994 ,2020
SRR9132362,SRP199612,31959994 ,2020
SRR9132363,SRP199612,31959994 ,2020
SRR9132364,SRP199612,31959994 ,2020
SRR9132365,SRP199612,31959994 ,2020
SRR9132366,SRP199612,31959994 ,2020
SRR9132367,SRP199612,31959994 ,2020
SRR9132368,SRP199612,31959994 ,2020
SRR9132369,SRP199612,31959994 ,2020
SRR9132370,SRP199612,31959994 ,2020
SRR9132371,SRP199612,31959994 ,2020
SRR9132372,SRP199612,31959994 ,2020
SRR9132373,SRP199612,31959994 ,2020
SRR935453,SRP027514,24301020,2013
SRR935455,SRP027514,24301020,2013
SRR9694667,SRP214946,32492408,2020
SRR9694668,SRP214946,32492408,2020
SRR9694669,SRP214946,32492408,2020
SRR9694670,SRP214946,32492408,2020
SRR9694671,SRP214946,32492408,2020
SRR9694672,SRP214946,32492408,2020
SRR9694673,SRP214946,32492408,2020
SRR9694674,SRP214946,32492408,2020
SRR9694675,SRP214946,32492408,2020
SRR9694676,SRP214946,32492408,2020
SRR9694677,SRP214946,32492408,2020
SRR9694678,SRP214946,32492408,2020
SRR9694679,SRP214946,32492408,2020
SRR9694680,SRP214946,32492408,2020
SRR9694681,SRP214946,32492408,2020
